ticker,company,sector,industry,country,market_cap,pe,ps,pb,p_free_cash_flow,dividend_yield,performance_half_year,price,evebitda,bb,pe_rank,ps_rank,pb_rank,pfcf_rank,bby,shy,shy_rank,evebitda_rank,rank,ovr_rank
BKU,"BankUnited, Inc.",Financial,Regional - Mid-Atlantic Banks,USA,3710000000.0,19.61,4.55,1.71,0.0,2.34,10.9,35.88,0.0,-33163000,38.347457627118644,27.56885593220339,55.90572033898306,88.6917372881356,0.8938814016172507,3.233881401617251,71.31885593220339,88.10133788784515,369.93396500648925,77.14512711864407
BLD,TopBuild Corp.,Industrial Goods,General Building Materials,USA,1220000000.0,79.95,0.79,1.44,0.0,0.0,0.0,31.98,0.0,5.508474576271186,79.15783898305084,63.8771186440678,88.66525423728814,0.0,32.68008474576271,88.07287218901224,357.96164337545287,72.82838983050848
BLCM,"Bellicum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,462520000.0,0.0,513.91,2.59,0.0,0.0,-19.98,17.46,0.0,-191672000,88.63877118644068,0.6620762711864406,38.771186440677965,88.63877118644068,41.4408025598893,41.4408025598893,98.25211864406779,88.04440649017934,403.0073302189928,89.72457627118644
BLDR,"Builders FirstSource, Inc.",Industrial Goods,General Building Materials,USA,1620000000.0,213.14,0.97,30.45,98.17,0.0,136.83,14.92,0.0,-607000,1.7213983050847457,73.62288135593221,1.6154661016949152,5.296610169491525,0.03746913580246913,0.03746913580246913,38.71822033898305,88.01594079134642,208.9905170625329,15.17478813559322
BLK,"BlackRock, Inc.",Financial,Asset Management,USA,50280000000.0,15.5,4.47,1.84,33.97,2.84,-17.39,307.27,0.0,1012000000,51.880296610169495,28.20444915254237,52.78072033898306,19.147245762711865,-2.0127287191726335,0.8272712808273663,51.77436440677966,87.98747509251352,291.77455136369997,45.47139830508475
BLKB,Blackbaud Inc.,Technology,Business Software & Services,USA,2760000000.0,101.57,4.6,13.76,50.02,0.81,27.89,58.91,0.0,-99000,4.1048728813559325,27.14512711864407,3.8665254237288136,12.04978813559322,0.0035869565217391303,0.8135869565217392,51.61546610169492,87.9590093936806,186.74078905469756,10.222457627118645
BLL,Ball Corporation,Consumer Goods,Packaging & Containers,USA,9280000000.0,23.48,1.11,8.13,20.22,0.77,-8.61,67.16,0.0,106000000,29.39618644067797,69.57097457627118,8.633474576271187,32.01800847457627,-1.1422413793103448,-0.37224137931034473,21.08050847457627,87.93054369484771,248.62969623722057,27.304025423728813
BLMN,"Bloomin' Brands, Inc.",Services,Restaurants,USA,2500000000.0,25.14,0.56,5.1,13.64,1.18,-18.22,20.36,0.0,74657000,26.827330508474578,85.77860169491525,16.684322033898304,42.39936440677966,-2.98628,-1.8062799999999999,14.459745762711865,87.90207799601481,274.05144240279446,37.6853813559322
BLOX,Infoblox Inc.,Technology,Communication Equipment,USA,1210000000.0,0.0,4.26,4.69,29.9,0.0,1.5,21.04,0.0,-18039000,88.47987288135593,29.39618644067797,18.802966101694913,22.298728813559322,1.4908264462809917,1.4908264462809917,58.845338983050844,87.8736122971819,305.69670551752085,51.3771186440678
BLT,Blount International Inc.,Industrial Goods,Machine Tools & Accessories,USA,325690000.0,0.0,0.36,3.17,14.67,0.0,-58.38,6.75,0.0,18558000,88.45338983050848,91.84322033898306,31.01165254237288,40.75741525423729,-5.698056434032362,-5.698056434032362,5.455508474576272,87.84514659834899,345.366333039027,68.0614406779661
BLUE,"bluebird bio, Inc.",Healthcare,Biotechnology,USA,4490000000.0,0.0,187.03,4.44,0.0,0.0,30.68,123.79,0.0,-839256000,88.42690677966102,5.084745762711865,20.07415254237288,88.42690677966102,18.691670378619154,18.691670378619154,93.64406779661016,87.81668089951609,383.47346056053306,84.375
BLX,"Banco Latinoamericano de Comercio Exterior, S.A",Financial,Foreign Money Center Banks,Panama,970800000.0,8.72,4.47,1.03,7.34,6.15,-17.38,25.04,0.0,0,67.66419491525424,28.177966101694917,76.95974576271186,51.1917372881356,-0.0,6.15,80.98516949152543,87.78821520068317,392.7670287600052,86.86440677966102
BMA,Banco Macro S.A.,Financial,Foreign Regional Banks,Argentina,3850000000.0,6.64,2.22,1.8,0.0,2.87,-21.83,43.55,0.0,0,69.78283898305084,48.4375,53.73411016949152,88.3739406779661,-0.0,2.87,69.17372881355932,87.75974950185027,417.261868145918,92.77012711864407
BMI,Badger Meter Inc.,Technology,Scientific & Technical Instruments,USA,861890000.0,30.31,2.34,3.82,48.42,1.35,-0.29,59.4,0.0,-1992000,20.789194915254235,46.55720338983051,24.76165254237288,12.473516949152543,0.23111998050795346,1.5811199805079537,59.63983050847458,87.73128380301736,251.95268210810212,28.33686440677966
BMO,Bank of Montreal,Financial,Money Center Banks,Canada,33610000000.0,11.16,3.35,1.33,0.0,4.83,-12.99,52.35,0.0,0,63.24152542372882,36.36122881355932,67.21398305084746,88.32097457627118,-0.0,4.83,77.72775423728814,87.70281810418446,420.56828420587937,93.29978813559322
BMR,BioMed Realty Trust Inc.,Financial,REIT - Office,USA,4130000000.0,20.7,6.16,1.36,0.0,5.13,-9.07,20.29,0.0,7794000,35.69915254237288,18.98834745762712,65.75741525423729,88.29449152542372,-0.18871670702179177,4.941283292978208,78.07203389830508,87.67435240535156,374.4857930833176,81.27648305084746
BMRC,Bank of Marin Bancorp,Financial,Regional - Pacific Banks,USA,292010000.0,15.63,4.17,1.4,20.71,1.81,-2.32,48.75,0.0,-1583000,51.40360169491526,30.217161016949152,64.69809322033898,31.56779661016949,0.5421047224410124,2.3521047224410125,65.75741525423729,87.64588670651865,331.28995450312885,62.605932203389834
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,USA,20320000000.0,0.0,23.59,8.59,0.0,0.0,17.01,126.17,0.0,-985486000,88.24152542372882,7.600635593220339,7.759533898305085,88.24152542372882,4.849832677165354,4.849832677165354,77.78072033898306,87.61742100768573,357.2413616856518,72.40466101694916
BMS,"Bemis Company, Inc.",Consumer Goods,Packaging & Containers,USA,4260000000.0,18.23,1.01,3.18,56.74,2.54,-8.09,44.11,0.0,152900000,42.34639830508475,72.61652542372882,30.87923728813559,10.407838983050848,-3.589201877934272,-1.049201877934272,17.611228813559322,87.58895530885283,261.4501841224121,31.991525423728813
BMTC,Bryn Mawr Bank Corp.,Financial,Regional - Mid-Atlantic Banks,USA,523500000.0,16.01,5.48,1.37,37.66,2.72,0.24,29.46,0.0,-2556000,49.920550847457626,22.245762711864405,65.73093220338984,16.710805084745765,0.48825214899713465,3.208252148997135,71.21292372881356,87.56048961001993,313.3814641862911,54.63453389830508
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - Major,USA,101830000000.0,57.07,6.22,6.73,0.0,2.42,0.78,61.07,0.0,-289000000,8.47457627118644,18.72351694915254,11.175847457627118,88.16207627118644,0.2838063439065108,2.7038063439065105,68.11440677966102,87.53202391118703,282.1824476400006,41.04872881355932
BNCL,"Beneficial Bancorp, Inc.",Financial,Regional - Northeast Banks,USA,1050000000.0,43.59,7.46,0.9,24.01,0.0,13.36,12.64,0.0,36252000,12.367584745762713,15.51906779661017,81.30296610169492,27.4364406779661,-3.4525714285714284,-3.4525714285714284,9.772245762711865,87.50355821235412,233.9018632970999,22.378177966101696
BNCN,BNC Bancorp,Financial,Regional - Mid-Atlantic Banks,USA,810430000.0,18.33,4.69,1.72,16.57,0.94,29.95,21.26,0.0,8015000,41.92266949152542,26.5625,55.77330508474576,38.13559322033898,-0.9889811581506114,-0.04898115815061144,24.02012711864407,87.4750925135212,273.88928742877545,37.65889830508475
BNED,"Barnes & Noble Education, Inc.",Services,"Specialty Retail, Other",USA,620330000.0,32.17,0.35,0.79,0.0,0.0,0.0,12.87,0.0,18.96186440677966,92.05508474576271,84.98411016949152,88.08262711864407,0.0,32.38877118644068,87.4466268146883,403.91908444180694,90.04237288135593
BNFT,"Benefitfocus, Inc.",Technology,Application Software,USA,1040000000.0,0.0,6.54,279.23,0.0,0.0,70.66,36.3,0.0,-76429000,88.05614406779661,17.717161016949152,0.23834745762711865,88.05614406779661,7.348942307692308,7.348942307692308,83.1832627118644,87.4181611158554,364.6692204378893,75.05296610169492
BNK,"C1 Financial, Inc.",Financial,Regional - Southeast Banks,USA,294310000.0,24.05,4.19,1.51,33.07,0.0,10.45,18.28,0.0,-42286000,28.49576271186441,30.13771186440678,61.228813559322035,19.915254237288135,14.36784343039652,14.36784343039652,91.18114406779661,87.38969541702248,318.3483818577005,56.83262711864406
BNS,The Bank of Nova Scotia,Financial,Money Center Banks,Canada,52830000000.0,10.07,3.51,1.48,0.0,4.94,-13.77,43.71,0.0,0,65.28072033898306,34.69279661016949,62.5,88.0031779661017,-0.0,4.94,78.04555084745762,87.36122971818958,415.88347548090144,92.58474576271186
BOBE,"Bob Evans Farms, Inc.",Services,Restaurants,USA,985680000.0,63.57,0.73,2.74,0.0,2.79,-20.53,44.5,0.0,-534000,7.335805084745763,80.85275423728814,36.14936440677966,87.97669491525424,0.05417579741904066,2.844175797419041,68.90889830508475,87.33276401935667,368.5562809685092,76.58898305084746
BOFI,"BofI Holding, Inc.",Financial,Savings & Loans,USA,1900000000.0,23.18,7.79,3.69,17.18,0.0,35.73,123.99,0.0,-75477000,29.952330508474578,15.095338983050846,26.08580508474576,37.208686440677965,3.9724736842105264,3.9724736842105264,75.07944915254238,87.30429832052377,270.7259084900153,35.858050847457626
BOH,Bank of Hawaii Corporation,Financial,Regional - Pacific Banks,USA,2770000000.0,16.71,6.53,2.55,17.35,2.83,7.45,63.68,0.0,52231000,47.590042372881356,17.77012711864407,39.40677966101695,37.04978813559322,-1.885595667870036,0.944404332129964,53.38983050847458,87.27583262169087,282.48240041830104,41.20762711864407
BOJA,"Bojangles', Inc.",Services,Restaurants,USA,748840000.0,30.63,1.62,2.87,23.11,0.0,0.0,20.83,0.0,20.55084745762712,58.15677966101694,34.40148305084746,28.760593220338983,0.0,32.25635593220339,87.24736692285796,261.37342624489185,31.9385593220339
BOKF,BOK Financial Corporation,Financial,Regional - Southwest Banks,USA,4260000000.0,14.55,5.71,1.25,0.0,2.72,6.03,61.82,0.0,16734000,54.608050847457626,21.1864406779661,69.67690677966102,87.8707627118644,-0.39281690140845077,2.3271830985915494,65.54555084745762,87.21890122402505,386.1066130884318,85.2489406779661
BONA,Bona Film Group Limited,Services,Entertainment - Diversified,China,764760000.0,107.27,2.43,3.22,92.14,0.0,67.38,11.8,0.0,-91579000,3.8135593220338984,45.47139830508475,30.3760593220339,5.773305084745763,11.974867932423244,11.974867932423244,89.03601694915254,87.19043552519214,261.660774508243,32.07097457627119
BOOT,"Boot Barn Holdings, Inc.",Services,Apparel Stores,USA,566720000.0,41.69,1.36,3.77,0.0,2.31,-2.65,21.68,0.0,-1688000,13.3739406779661,63.47987288135594,25.37076271186441,87.8177966101695,0.29785431959345,2.60785431959345,67.53177966101694,87.16196982635924,344.73612236873214,67.8760593220339
BOX,"Box, Inc.",Technology,Application Software,USA,1700000000.0,0.0,7.19,7.25,0.0,0.0,-22.73,14.07,0.0,-186707000,87.79131355932203,16.20762711864407,9.957627118644067,87.79131355932203,10.982764705882353,10.982764705882353,87.92372881355932,87.13350412752632,376.8051142970179,82.04449152542372
BOXC,Brookfield Canada Office Properties,Financial,REIT - Office,Canada,1730000000.0,12.78,4.36,0.71,0.0,5.88,-17.76,18.53,0.0,0,59.454449152542374,28.78707627118644,86.94385593220339,87.76483050847457,-0.0,5.88,80.3760593220339,87.10503842869343,430.4313096151341,94.78283898305084
BP,BP p.l.c.,Basic Materials,Major Integrated Oil & Gas,United Kingdom,102430000000.0,36.45,0.32,0.91,0.0,7.24,-17.03,33.17,0.0,0,16.07521186440678,93.08792372881356,81.19703389830508,87.73834745762711,-0.0,7.24,82.97139830508475,87.07657272986052,448.1464879840978,96.92796610169492
BPFH,"Boston Private Financial Holdings, Inc.",Financial,Regional - Northeast Banks,USA,1020000000.0,17.87,4.89,1.45,21.66,2.96,-2.6,12.15,0.0,-841000,43.59110169491525,25.264830508474578,63.188559322033896,30.29661016949153,0.08245098039215686,3.042450980392157,70.20656779661016,87.04810703102761,319.595776522553,57.309322033898304
BPI,"Bridgepoint Education, Inc.",Services,Education & Training Services,USA,366300000.0,0.0,0.61,0.99,10.06,0.0,-21.24,8.01,0.0,1589000,87.68538135593221,84.32203389830508,78.57521186440678,47.85487288135593,-0.43379743379743385,-0.43379743379743385,20.683262711864405,87.01964133219471,406.1404040440591,90.54555084745762
BPL,"Buckeye Partners, L.P.",Basic Materials,Oil & Gas Pipelines,USA,8620000000.0,22.51,1.83,2.34,0.0,6.91,-9.2,67.31,0.0,-934414000,31.32944915254237,54.07838983050848,42.84957627118644,87.65889830508475,10.840069605568445,17.750069605568445,93.19385593220339,86.99117563336179,396.1013451248872,87.63241525423729
BPMC,Blueprint Medicines Corporation,Healthcare,Biotechnology,USA,697810000.0,0.0,205.24,2.59,0.0,0.0,0.0,25.74,0.0,87.63241525423729,4.952330508474576,38.63877118644068,87.63241525423729,0.0,32.15042372881356,86.96270993452889,337.9690658667323,65.38665254237289
BPOP,"Popular, Inc.",Financial,Foreign Regional Banks,USA,3050000000.0,4.11,1.92,0.62,4.45,0.0,-10.82,29.5,0.0,2188000,71.5572033898305,52.88665254237288,88.34745762711864,53.442796610169495,-0.07173770491803279,-0.07173770491803279,23.75529661016949,86.93424423569599,376.92365101535694,82.07097457627118
BPT,BP Prudhoe Bay Royalty Trust,Basic Materials,Oil & Gas Refining & Marketing,USA,852150000.0,4.55,4.52,1327.33,0.0,14.79,-48.46,39.82,0.0,0,71.34533898305084,27.780720338983052,0.05296610169491525,87.57944915254238,-0.0,14.79,91.44597457627118,86.90577853686308,365.1102276894054,75.21186440677965
BPY,Brookfield Property Partners L.P.,Financial,Real Estate Development,Bermuda,5620000000.0,4.08,1.27,0.97,0.0,4.95,-11.82,21.4,0.0,0,71.58368644067797,65.73093220338984,79.21080508474576,87.55296610169492,-0.0,4.95,78.09851694915254,86.87731283803018,469.0542196176913,98.54343220338984
BR,"Broadridge Financial Solutions, Inc.",Technology,Information & Delivery Services,USA,6250000000.0,22.7,2.32,6.78,25.73,2.27,-0.2,52.88,0.0,239600000,30.95868644067797,46.954449152542374,10.963983050847457,25.503177966101692,-3.8336,-1.5636,15.413135593220339,86.84884713919728,216.64227934258713,17.29343220338983
BRC,Brady Corp.,Technology,Security Software & Services,USA,1200000000.0,0.0,1.0,1.84,0.0,3.41,-11.43,23.44,0.0,4436000,87.5,73.09322033898306,52.833686440677965,87.5,-0.36966666666666664,3.0403333333333333,70.18008474576271,86.82038144036436,457.9273729657881,97.88135593220339
BRCD,"Brocade Communications Systems, Inc.",Technology,Data Storage Devices,USA,4400000000.0,13.58,1.96,1.79,15.34,1.7,-10.8,10.59,0.0,250578000,57.4417372881356,52.251059322033896,53.972457627118644,39.67161016949153,-5.694954545454546,-3.9949545454545454,8.765889830508474,86.79191574153145,298.8946699788196,48.728813559322035
BRCM,Broadcom Corp.,Technology,Semiconductor - Integrated Circuits,USA,29400000000.0,27.36,3.44,3.04,23.18,1.16,9.77,48.43,0.0,-15000000,23.967161016949152,35.27542372881356,32.44173728813559,28.654661016949152,0.05102040816326531,1.2110204081632652,56.4353813559322,86.76345004269855,263.5378144494782,32.891949152542374
BRFS,BRF S.A.,Consumer Goods,Meat Products,Brazil,16770000000.0,25.57,2.04,3.88,18.74,0.16,-15.85,19.18,0.0,0,26.19173728813559,50.95338983050848,24.284957627118644,34.40148305084746,-0.0,0.16,41.498940677966104,86.73498434386563,264.0654928184419,33.18326271186441
BRG,"Bluerock Residential Growth REIT, Inc.",Financial,REIT - Residential,USA,228150000.0,83.36,5.87,0.87,0.0,9.94,-8.98,11.67,0.0,-136158000,5.24364406779661,20.41843220338983,82.15042372881356,87.39406779661016,59.67915844838922,69.61915844838921,99.57627118644068,86.70651864503273,381.48935762808355,83.8718220338983
BRK-A,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,USA,332100000000.0,18.53,1.66,1.35,18.26,0.0,-8.37,202500.0,0.0,41.20762711864407,57.17690677966102,66.44597457627118,35.16949152542373,0.0,31.965042372881356,86.67805294619983,318.64309531908117,56.85911016949152
BRK-B,Berkshire Hathaway Inc.,Financial,Property & Casualty Insurance,USA,313450000000.0,18.44,1.59,0.0,0.0,0.0,-8.92,134.22,0.0,41.57838983050847,58.63347457627118,99.73516949152543,87.34110169491525,0.0,31.9385593220339,86.64958724736692,405.8762821626211,90.49258474576271
BRKL,"Brookline Bancorp, Inc.",Financial,Savings & Loans,USA,754950000.0,16.31,3.4,1.15,13.48,3.34,12.26,10.77,0.0,-65000,48.83474576271186,35.7521186440678,72.53707627118644,42.55826271186441,0.008609841711371614,3.3486098417113714,71.79555084745762,86.62112154853402,358.09887578582214,72.9343220338983
BRKR,Bruker Corporation,Healthcare,Medical Laboratories & Research,USA,3210000000.0,54.49,1.91,4.22,41.16,0.0,-0.05,19.07,0.0,8400000,9.136652542372882,52.99258474576271,21.689618644067796,15.121822033898304,-0.26168224299065423,-0.26168224299065423,21.76906779661017,86.5926558497011,207.30240161241298,14.83050847457627
BRKS,"Brooks Automation, Inc.",Technology,Semiconductor Equipment & Materials,USA,699870000.0,94.27,1.32,1.11,0.0,3.86,-12.41,10.37,0.0,1451000,4.475635593220339,64.24788135593221,73.88771186440678,87.26165254237289,-0.20732421735465156,3.6526757826453484,73.46398305084746,86.5641901508682,389.90105455764785,86.14936440677965
BRLI,Bio-Reference Laboratories Inc.,Healthcare,Medical Laboratories & Research,USA,965420000.0,19.06,1.09,2.86,0.0,0.0,1.08,34.69,0.0,-704000,39.59216101694915,70.39194915254238,34.63983050847458,87.23516949152543,0.07292162996416067,0.07292162996416067,39.565677966101696,86.5357244520353,357.96051258762856,72.80190677966102
BRO,Brown & Brown Inc.,Financial,Insurance Brokers,USA,4600000000.0,22.53,2.81,2.13,13.06,1.35,0.73,32.67,0.0,123406000,31.22351694915254,41.79025423728814,46.90148305084746,43.16737288135593,-2.6827391304347827,-1.3327391304347826,16.445974576271187,86.5072587532024,266.03586044811766,34.13665254237288
BRS,"Bristow Group, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,1180000000.0,39.44,0.64,0.74,0.0,4.01,-43.1,33.92,0.0,61647000,14.486228813559322,83.60699152542372,86.14936440677965,87.1822033898305,-5.224322033898305,-1.2143220338983056,16.816737288135595,86.47879305436949,374.72031847809825,81.32944915254238
BRSS,"Global Brass and Copper Holdings, Inc.",Industrial Goods,Metal Fabrication,USA,390620000.0,10.15,0.24,8.29,5.86,0.83,35.83,18.16,0.0,200000,65.1218220338983,95.39194915254238,8.342161016949152,52.30402542372882,-0.05120065536838871,0.7787993446316113,51.006355932203384,86.45032735553659,358.61664091485864,73.1197033898305
BRX,Brixmor Property Group Inc.,Financial,REIT - Retail,USA,7390000000.0,52.66,5.92,2.56,311.71,3.64,-3.13,24.75,0.0,0,9.639830508474576,20.18008474576271,39.19491525423729,1.641949152542373,-0.0,3.64,73.38453389830508,86.42186165670367,230.4631752160257,21.31885593220339
BSAC,Banco Santander-Chile,Financial,Money Center Banks,Chile,9000000000.0,11.83,3.01,2.29,17.23,6.06,-2.56,18.81,0.0,0,61.652542372881356,39.48622881355932,43.90889830508475,37.15572033898305,-0.0,6.06,80.79978813559322,86.39339595787077,349.3965739239725,69.57097457627118
